"","Treatment","Kingdom","Phylum","Class","Order","Family","Genus","Abundance","Prevalence"
"316","DADS_treated","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",0.00119227323041547,3
"317","DADS_treated","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",0.00313587787547562,3
"318","DADS_treated","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter",0.0984552179097476,12
"319","DADS_treated","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",0.0134877700891337,5
"320","DADS_treated","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea",0.0031067100420167,4
"321","DADS_treated","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",0.0039385717764031,4
"322","DADS_treated","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",0.00201926477223276,3
"323","DADS_treated","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",0.00137106241993553,2
"324","DADS_treated","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus",0.00827782002685708,7
"325","DADS_treated","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea",0.00558596843759065,8
"326","DADS_treated","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB13",0.00195679671888201,4
"327","DADS_treated","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Sphaerobacter",0.00109606138410152,2
"328","DADS_treated","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera",0.00447728455388531,6
"329","DADS_treated","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04",0.00120883801804921,2
"330","DADS_treated","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",0.0375817495243883,11
"331","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",0.691750378743009,12
"332","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fictibacillus",0.015317246398105,6
"333","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Terribacillus",0.00800606681718705,7
"334","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus",0.000920716112531969,1
"335","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus",0.0382725707921351,10
"336","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Filibacter",0.00114082900240842,1
"337","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina",0.42809915976709,12
"338","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium",0.00375716828158988,1
"339","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Psychrobacillus",0.0210873926107193,8
"340","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus",0.0012800315084679,1
"341","DADS_treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus",0.499110720169188,12
"342","DADS_treated","Bacteria","Firmicutes","Bacilli","Brevibacillales","Brevibacillaceae","Brevibacillus",0.00190152295713799,2
"343","DADS_treated","Bacteria","Firmicutes","Bacilli","Haloplasmatales","Haloplasmataceae","Haloplasma",0.000760552668272278,1
"344","DADS_treated","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniphilus",0.00786544508149829,7
"345","DADS_treated","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella",0.00196628667018122,2
"346","DADS_treated","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",0.250098055830266,12
"347","DADS_treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Laceyella",0.00192385581206966,1
"348","DADS_treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Lihuaxuella",0.00788748180260402,4
"349","DADS_treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Polycladomyces",0.000911300121506683,1
"350","DADS_treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Shimazuella",0.0174775100888555,9
"351","DADS_treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Thermoactinomyces",0.0356872895625676,11
"352","DADS_treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Thermoflavimicrobium",0.0680376608508058,12
"353","DADS_treated","Bacteria","Firmicutes","Clostridia","Clostridiales","Caloramatoraceae","Fonticella",0.0034141685725804,3
"354","DADS_treated","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1",0.00623084492294069,5
"355","DADS_treated","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 10",0.00316328607749979,3
"356","DADS_treated","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13",0.0719240386930438,12
"357","DADS_treated","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 8",0.000587544065804935,1
"358","DADS_treated","Bacteria","Firmicutes","Clostridia","Clostridiales","Oxobacteraceae","Oxobacter",0.00408695989739845,3
"359","DADS_treated","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerocolumna",0.00133442824881954,1
"360","DADS_treated","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerosporobacter",0.00169395821569735,1
"361","DADS_treated","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ruminiclostridium",0.00177644019267394,2
"362","DADS_treated","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Sporacetigenium",0.0013937204902434,2
"363","DADS_treated","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfitobacterium",0.00206887899259572,2
"364","DADS_treated","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",0.00613473313206587,4
"365","DADS_treated","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",0.0434732509698341,12
"366","DADS_treated","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147",0.000405022276225192,1
"367","DADS_treated","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",0.000953793980500212,1
"368","DADS_treated","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium",0.0444148034080413,10
"369","DADS_treated","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10",0.00455696375514359,4
"370","DADS_treated","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",0.0115566110020513,10
"371","DADS_treated","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",0.158591189833072,12
"372","DADS_treated","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis",0.0106087380745938,8
"373","DADS_treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis",0.0133708235977327,10
"374","DADS_treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter",0.0266094504659999,10
"375","DADS_treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter",0.00282420161709309,2
"376","DADS_treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Sorangium",0.000818414322250639,1
"377","DADS_treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus",0.00336972647029979,4
"378","DADS_treated","Bacteria","Nitrospirota","Leptospirillia","Leptospirillales","Leptospirillaceae","Leptospirillum",0.00116950332865654,2
"379","DADS_treated","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",0.338281788494862,12
"380","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",0.00534500902950489,7
"381","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata",0.0495289846203258,12
"382","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella",0.000741839762611276,1
"383","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera",0.00257332301473083,4
"384","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula",0.00128280284437975,2
"385","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",0.0471501200435885,12
"386","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",0.136941271261842,12
"387","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",0.00104192676344733,3
"388","DADS_treated","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",0.0189392430648703,12
"389","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Belnapia",0.0222560117845658,10
"390","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",0.0043237689445848,4
"391","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rubritepida",0.00344185767005062,4
"392","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",0.672796217691625,12
"393","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",0.00265623554879462,2
"394","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",0.00173767251719545,2
"395","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",0.00200766080884446,2
"396","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",0.0157838640738356,11
"397","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",0.0107465268695708,8
"398","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",0.0167796826759981,9
"399","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylorosula",0.0084135837026446,4
"400","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",0.225541322254525,12
"401","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Neo-b11",0.00873775283967165,6
"402","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI cluster",0.00560956706971112,3
"403","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",0.0413653217203453,12
"404","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",0.0240282323739922,8
"405","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",0.0926813477852363,12
"406","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",0.00164888457807953,1
"407","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys",0.0136032950187795,11
"408","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.0360089569154833,12
"409","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",0.00372251079092443,2
"410","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",0.00555697214049303,5
"411","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",0.0269427563320293,8
"412","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",0.0196476907233879,7
"413","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudaminobacter",0.000790982796124184,1
"414","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Alsobacter",0.000793201133144476,1
"415","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia",0.0110988941394895,6
"416","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella",0.236765508237296,12
"417","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",0.0122187030900298,8
"418","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",0.0609861266964131,12
"419","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",0.0497847241781679,12
"420","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",0.0489647626440202,12
"421","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas",0.000684931506849315,1
"422","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga",0.00285465454243999,2
"423","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",0.000787711697518708,1
"424","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",0.00353122950263346,3
"425","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",0.000872938894277401,1
"426","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",0.0558318477091014,11
"427","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",0.000587544065804935,1
"428","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",0.41059914199205,12
"429","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera",0.0175513748241203,10
"430","DADS_treated","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Geminicoccus",0.000587084148727984,1
"431","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis",0.00397032929631099,4
"432","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia",0.00962088500231746,6
"433","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas",0.00769304669960793,4
"434","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter",0.0447016065230963,10
"435","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",0.0803657908339586,12
"436","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",0.0189008022175411,6
"437","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera",0.0187787331368243,9
"438","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",0.0513619445520908,11
"439","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44",0.0836325797332762,12
"440","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",0.208200718705659,12
"441","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira",0.110065486352291,12
"442","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7",0.0445493471050806,12
"443","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","oc32",0.000906515580736544,1
"444","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",0.0107848019764645,5
"445","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",0.0436830978296152,11
"446","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum",0.0555631725054576,11
"447","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalicibacterium",0.0112832763873784,2
"448","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",0.00863890459432179,7
"449","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",0.14974385993438,12
"450","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",0.00199310317852946,4
"451","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","SZB85",0.00020460358056266,1
"452","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio",0.00152762152710827,3
"453","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Cavicella",0.0031728045325779,1
"454","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","BIyi10",0.0155896864419969,9
"455","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0.0695525271457239,12
"456","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Panacagrimonas",0.00565025346596072,5
"457","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans",0.0214661653542356,10
"458","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",0.179028203359439,12
"459","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",0.0245819749598662,12
"460","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",0.00386983708733232,3
"461","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",0.00549860480632938,2
"462","DADS_treated","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",0.0184201390938508,6
"463","DADS_treated","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea",0.00778347881348649,8
"464","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",0.286326657927516,12
"465","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",0.247256096932196,12
"466","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",0.00865120389755982,7
"467","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",0.0986076496986628,12
"468","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",0.0174033962545149,7
"469","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin118",0.00173913043478261,1
"470","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV114",0.0016113154936377,3
"471","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517",0.079425877375121,12
"472","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera",0.00236972072866229,3
"473","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",0.00127172530733362,1
"474","DADS_treated","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium",0.0156375991915354,12
