"ASV","P_Value","Adjusted_P_Value","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV3429",0.000383391726577478,0.0033195103808345,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV3447",0.00108433256167357,0.00795728193886668,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA,NA
"ASV3448",0.00285558548609658,0.0174895528372378,"Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASV3487",0.00705410240068292,0.0369917744628405,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV349",7.39602301050679e-07,0.000148351894885749,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
"ASV3516",0.00285558548609658,0.0174895528372378,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"ASV3540",0.000802200902648342,0.00670450546067555,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","SZB85",NA
"ASV3549",0.00285558548609658,0.0174895528372378,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"ASV3579",0.00705410240068292,0.0369917744628405,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV3580",0.00705410240068292,0.0369917744628405,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"ASV3582",0.000383391726577478,0.0033195103808345,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV359",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV3613",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV3642",0.00285558548609658,0.0174895528372378,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV3660",0.00705410240068292,0.0369917744628405,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",NA
"ASV3661",0.00705410240068292,0.0369917744628405,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV3680",0.00108433256167357,0.00795728193886668,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ASV3681",0.00252582530586469,0.0174895528372378,"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium",NA
"ASV3684",0.000296412019934462,0.0031430120351641,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"ASV3750",0.00705410240068292,0.0369917744628405,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASV3780",0.000188640070585497,0.00203612847488471,"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea",NA
"ASV3783",3.75846071382431e-05,0.000519920398745696,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys",NA
"ASV3794",0.000383391726577478,0.0033195103808345,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus","Inquilinus_ginsengisoli"
"ASV3796",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae",NA,NA
"ASV3817",0.00285558548609658,0.0174895528372378,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ASV384",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"ASV385",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella","Skermanella_stibiiresistens"
"ASV390",1.02689156151545e-05,0.000220689998979258,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira_japonica"
"ASV3915",0.00285558548609658,0.0174895528372378,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV3937",3.75846071382431e-05,0.000519920398745696,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"ASV3957",0.00108433256167357,0.00795728193886668,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV397",7.39602301050679e-07,0.000148351894885749,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella",NA
"ASV3975",0.00108433256167357,0.00795728193886668,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae",NA,NA
"ASV400",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"ASV402",3.38156067957849e-05,0.000519920398745696,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV4022",0.00285558548609658,0.0174895528372378,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella",NA
"ASV405",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter",NA
"ASV4061",0.00285558548609658,0.0174895528372378,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"ASV4063",0.00705410240068292,0.0369917744628405,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV4099",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",NA,NA
"ASV410",1.8306736618623e-05,0.000361182910172341,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalicibacterium",NA
"ASV4116",0.000383391726577478,0.0033195103808345,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV413",3.64420272924621e-05,0.000519920398745696,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV4155",0.00705410240068292,0.0369917744628405,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASV417",0.00301443292138267,0.0184155838623555,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV418",0.000383391726577478,0.0033195103808345,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV4207",0.00108433256167357,0.00795728193886668,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","Microvirga_aerilata"
"ASV4208",0.00285558548609658,0.0174895528372378,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV4209",0.00285558548609658,0.0174895528372378,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV4238",0.00285558548609658,0.0174895528372378,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASV4254",0.00285558548609658,0.0174895528372378,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV4255",0.00108433256167357,0.00795728193886668,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASV438",1.02689156151545e-05,0.000220689998979258,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",NA
"ASV4386",0.00285558548609658,0.0174895528372378,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV4393",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","Methylotenera_versatilis"
"ASV4395",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV4509",0.00285558548609658,0.0174895528372378,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",NA
"ASV453",0.00047227018544685,0.00407438830240347,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV4538",0.00285558548609658,0.0174895528372378,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV4596",0.00108433256167357,0.00795728193886668,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA,NA
"ASV4597",0.00285558548609658,0.0174895528372378,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7",NA
"ASV4658",0.00285558548609658,0.0174895528372378,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,NA
"ASV4659",0.00285558548609658,0.0174895528372378,"Bacteria","Nitrospirota","Leptospirillia","Leptospirillales","Leptospirillaceae","Leptospirillum",NA
"ASV470",0.000307114475347756,0.00324221290421951,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter","Aetherobacter_rufus"
"ASV471",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",NA
"ASV475",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"ASV476",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Nitrosospira_multiformis"
"ASV4804",0.00705410240068292,0.0369917744628405,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV484",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV487",0.000125308727883931,0.0013772516347791,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV489",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"ASV4898",0.00285558548609658,0.0174895528372378,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b",NA,NA
"ASV490",8.59730100150835e-05,0.00114965019503503,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV4907",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Neo-b11",NA
"ASV4980",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",NA
"ASV4981",0.00285558548609658,0.0174895528372378,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"ASV501",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"ASV5014",0.00108433256167357,0.00795728193886668,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV503",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",NA
"ASV5049",0.00705410240068292,0.0369917744628405,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV506",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,NA
"ASV509",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"ASV510",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",NA
"ASV5130",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"ASV5132",0.000383391726577478,0.0033195103808345,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"ASV5174",0.00285558548609658,0.0174895528372378,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniphilus",NA
"ASV518",0.00225742008108962,0.0163171475531012,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV5209",0.00705410240068292,0.0369917744628405,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ASV5254",0.00705410240068292,0.0369917744628405,"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis",NA
"ASV5255",0.00108433256167357,0.00795728193886668,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV5336",0.000125308727883931,0.0013772516347791,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"ASV535",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"ASV537",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV5550",0.00108433256167357,0.00795728193886668,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV557",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Nitrosospira_multiformis"
"ASV558",1.02689156151545e-05,0.000220689998979258,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA,NA
"ASV5601",0.00705410240068292,0.0369917744628405,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium",NA
"ASV573",0.000383391726577478,0.0033195103808345,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV5744",0.00705410240068292,0.0369917744628405,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"ASV582",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"ASV589",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV598",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"ASV602",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV605",3.75846071382431e-05,0.000519920398745696,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV616",1.02689156151545e-05,0.000220689998979258,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"ASV621",0.000125308727883931,0.0013772516347791,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV625",2.44892875870372e-05,0.000471565721775988,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV6291",0.00285558548609658,0.0174895528372378,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"ASV633",1.02689156151545e-05,0.000220689998979258,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",NA
"ASV6369",0.00705410240068292,0.0369917744628405,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA
"ASV651",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV662",0.00108433256167357,0.00795728193886668,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV663",1.8306736618623e-05,0.000361182910172341,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_sediminicola"
"ASV664",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"ASV680",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV682",1.41913958889126e-05,0.00029195461456934,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV687",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA
"ASV706",3.64420272924621e-05,0.000519920398745696,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",NA
"ASV709",0.000102804719846044,0.00136713237938911,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",NA
"ASV7144",0.00285558548609658,0.0174895528372378,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea",NA
"ASV7230",0.00705410240068292,0.0369917744628405,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"ASV74",1.47920460210136e-06,0.000220689998979258,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter",NA
"ASV756",1.02689156151545e-05,0.000220689998979258,"Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae",NA,NA
"ASV757",3.64420272924621e-05,0.000519920398745696,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Belnapia",NA
"ASV773",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV775",1.41913958889126e-05,0.00029195461456934,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",NA
"ASV78",2.23371780734926e-05,0.000437118598560136,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV787",0.00108433256167357,0.00795728193886668,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV793",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"ASV798",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV808",0.000125308727883931,0.0013772516347791,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",NA
"ASV810",0.00705410240068292,0.0369917744628405,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ASV834",7.39602301050679e-07,0.000148351894885749,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV844",0.000125308727883931,0.0013772516347791,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzihumus",NA
"ASV846",3.75846071382431e-05,0.000519920398745696,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"ASV860",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV861",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV873",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV877",3.75846071382431e-05,0.000519920398745696,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV891",1.02689156151545e-05,0.000220689998979258,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter",NA
"ASV896",3.75846071382431e-05,0.000519920398745696,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",NA
"ASV897",3.51787478907003e-05,0.000519920398745696,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517",NA
"ASV903",3.75846071382431e-05,0.000519920398745696,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina",NA
"ASV908",1.02689156151545e-05,0.000220689998979258,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV914",0.000228383027672659,0.00244319087825817,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"ASV916",1.02689156151545e-05,0.000220689998979258,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"ASV919",1.41913958889126e-05,0.00029195461456934,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA
"ASV926",1.02689156151545e-05,0.000220689998979258,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517",NA
"ASV929",0.000125308727883931,0.0013772516347791,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV937",3.75846071382431e-05,0.000519920398745696,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",NA
"ASV957",1.02689156151545e-05,0.000220689998979258,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,NA
"ASV978",3.75846071382431e-05,0.000519920398745696,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"ASV979",1.02689156151545e-05,0.000220689998979258,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"ASV993",0.000125308727883931,0.0013772516347791,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
